"question_id","domain","objective_id","concept","review_basis"
"netplus-511","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-512","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-513","Network Implementation","2.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-514","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-515","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-516","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-517","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-518","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-519","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-520","Network Implementation","2.1","routing-qos","stem-answer strict match"
"netplus-521","Network Implementation","2.1","routing-qos","stem-answer strict match"
"netplus-522","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-523","Network Operations","3.3","availability-recovery","stem-answer strict match"
"netplus-524","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-525","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-526","Network Operations","3.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-527","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-528","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-529","Network Operations","3.5","access-management","stem-answer strict match"
"netplus-530","Network Operations","3.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-531","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-532","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-533","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-534","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-535","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-536","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-537","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-538","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-539","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-540","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-541","Networking Concepts","1.6","editorial-reviewed","retained after no conflicting strict match"
"netplus-542","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-543","Network Security","4.5","editorial-reviewed","retained after no conflicting strict match"
"netplus-544","Networking Concepts","1.8","evolving-networks","stem-answer strict match"
"netplus-545","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-546","Network Implementation","2.2","switching","stem-answer strict match"
"netplus-547","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-548","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-549","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-550","Networking Concepts","1.8","evolving-networks","stem-answer strict match"
"netplus-551","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-552","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-553","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-554","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-555","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-556","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-557","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-558","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-559","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-560","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-561","Network Troubleshooting","5.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-562","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-563","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-564","Network Implementation","2.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-565","Network Implementation","2.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-566","Network Implementation","2.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-567","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-568","Network Implementation","2.4","physical-installation","stem-answer strict match"
"netplus-569","Network Implementation","2.4","physical-installation","stem-answer strict match"
"netplus-570","Network Implementation","2.4","physical-installation","stem-answer strict match"
"netplus-571","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-572","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-573","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-574","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-575","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-576","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-577","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-578","Network Operations","3.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-579","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-580","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-581","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-582","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-583","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-584","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-585","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-586","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-587","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-588","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-589","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-590","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-591","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-592","Network Security","4.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-593","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-594","Networking Concepts","1.4","protocols-ports","stem-answer strict match"
"netplus-595","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-596","Network Security","4.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-597","Network Troubleshooting","5.5","editorial-reviewed","retained after no conflicting strict match"
"netplus-598","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-599","Network Implementation","2.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-600","Network Security","4.1","security-foundations","stem-answer strict match"
"netplus-601","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-602","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-603","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-604","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-605","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-606","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-607","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-608","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-609","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-610","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-611","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-612","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-613","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-614","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-615","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-616","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-617","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-618","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-619","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-620","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-621","Network Implementation","2.1","routing-qos","stem-answer strict match"
"netplus-622","Network Implementation","2.1","routing-qos","stem-answer strict match"
"netplus-623","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-624","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-625","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-626","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-627","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-628","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-629","Network Operations","3.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-630","Network Operations","3.5","access-management","stem-answer strict match"
"netplus-631","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-632","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-633","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-634","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-635","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-636","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-637","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-638","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-639","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-640","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-641","Networking Concepts","1.3","cloud-connectivity","stem-answer strict match"
"netplus-642","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-643","Network Security","4.5","physical-security","stem-answer strict match"
"netplus-644","Networking Concepts","1.3","cloud-connectivity","stem-answer strict match"
"netplus-645","Network Security","4.5","physical-security","stem-answer strict match"
"netplus-646","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-647","Network Troubleshooting","5.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-648","Networking Concepts","1.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-649","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-650","Network Security","4.2","network-attacks","stem-answer strict match"
"netplus-651","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-652","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-653","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-654","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-655","Network Troubleshooting","5.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-656","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-657","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-658","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-659","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-660","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-661","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-662","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-663","Network Troubleshooting","5.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-664","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-665","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-666","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-667","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-668","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-669","Network Operations","3.5","access-management","stem-answer strict match"
"netplus-670","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-671","Network Operations","3.3","availability-recovery","stem-answer strict match"
"netplus-672","Network Operations","3.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-673","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-674","Network Operations","3.5","access-management","stem-answer strict match"
"netplus-675","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-676","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-677","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-678","Network Troubleshooting","5.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-679","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-680","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-681","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-682","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-683","Network Operations","3.4","network-services","stem-answer strict match"
"netplus-684","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-685","Network Troubleshooting","5.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-686","Network Troubleshooting","5.5","tools-protocols","stem-answer strict match"
"netplus-687","Network Troubleshooting","5.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-688","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-689","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-690","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-691","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-692","Network Security","4.4","remote-access-security","stem-answer strict match"
"netplus-693","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-694","Networking Concepts","1.4","protocols-ports","stem-answer strict match"
"netplus-695","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-696","Network Troubleshooting","5.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-697","Network Security","4.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-698","Network Implementation","2.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-699","Network Security","4.4","remote-access-security","stem-answer strict match"
"netplus-700","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-701","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-702","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-703","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-704","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-705","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-706","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-707","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-708","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-709","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-710","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-711","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-712","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-713","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-714","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-715","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-716","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-717","Network Troubleshooting","5.2","cabling-interfaces","stem-answer strict match"
"netplus-718","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-719","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-720","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-721","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-722","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-723","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-724","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-725","Network Operations","3.3","availability-recovery","stem-answer strict match"
"netplus-726","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-727","Network Operations","3.3","availability-recovery","stem-answer strict match"
"netplus-728","Network Operations","3.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-729","Network Operations","3.1","editorial-reviewed","retained after no conflicting strict match"
"netplus-730","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-731","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-732","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-733","Network Operations","3.3","availability-recovery","stem-answer strict match"
"netplus-734","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-735","Network Operations","3.2","monitoring","stem-answer strict match"
"netplus-736","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-737","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-738","Network Operations","3.1","process-documentation","stem-answer strict match"
"netplus-739","Network Troubleshooting","5.4","performance","stem-answer strict match"
"netplus-740","Network Troubleshooting","5.3","service-failures","stem-answer strict match"
"netplus-741","Network Implementation","2.3","wireless-implementation","stem-answer strict match"
"netplus-742","Network Security","4.1","security-foundations","stem-answer strict match"
"netplus-743","Network Troubleshooting","5.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-744","Network Implementation","2.2","switching","stem-answer strict match"
"netplus-745","Network Security","4.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-746","Network Operations","3.3","availability-recovery","stem-answer strict match"
"netplus-747","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-748","Network Implementation","2.2","switching","stem-answer strict match"
"netplus-749","Networking Concepts","1.4","protocols-ports","stem-answer strict match"
"netplus-750","Network Security","4.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-001","Network Troubleshooting","5.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-002","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-003","Network Troubleshooting","5.3","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-004","Network Security","4.3","defensive-features","stem-answer strict match"
"netplus-pbq-005","Networking Concepts","1.7","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-006","Network Implementation","2.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-007","Network Operations","3.2","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-008","Network Troubleshooting","5.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-009","Network Security","4.4","editorial-reviewed","retained after no conflicting strict match"
"netplus-pbq-010","Network Implementation","2.1","routing-qos","stem-answer strict match"
